,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,x_geo,y_geo,transaction_date,log_price,set,zipcode,PREFERRED_CITY,address
18574,2,1.5,1300,6120,1.0,0,0,3,6,820,1945,-122.338,47.5088,2015-04-09,12.611537753638338,test,98146,SEATTLE,"3rd Avenue Southwest, Top Hat, Seattle, King County, Washington, United States"
18575,4,1.75,2330,8800,1.0,0,2,4,7,1260,1961,-122.113,47.6148,2015-04-09,13.262125319779487,test,98008,BELLEVUE,"Northeast 5th Street, Bretton Wood, Bellevue, King County, Washington, United States"
18576,3,2.5,2490,8582,2.0,0,0,3,9,2490,2000,-122.042,47.625,2015-04-09,13.39132124085783,test,98074,SAMMAMISH,"223rd Place Northeast, Sammamish, King County, Washington, United States"
18577,5,3.25,3340,9075,2.0,0,0,3,8,2600,2005,-121.88,47.5446,2015-04-09,13.444446876573442,test,98065,SNOQUALMIE,"Douglas Avenue Southeast, Snoqualmie, King County, Washington, United States"
18578,3,2.5,1680,934,3.0,0,0,3,8,1680,2008,-122.387,47.5891,2015-04-09,13.232114241363448,test,98116,SEATTLE,"Southwest Seattle Street, Seattle, King County, Washington, United States"
18579,3,2.5,2530,7000,2.5,0,4,3,9,2530,1915,-122.398,47.5465,2015-04-09,13.790192749979983,test,98136,SEATTLE,"Beach Drive Southwest, West Seattle, Seattle, King County, Washington, United States"
18580,4,2.5,1520,3370,2.0,0,0,3,8,1520,1994,-122.004,47.5696,2015-04-09,13.15676480412166,test,98029,ISSAQUAH,"252nd Avenue Southeast, Madison Place, Klahanie, Sammamish, King County, Washington, United States"
18581,4,2.5,2690,32780,2.0,0,0,3,9,2690,1998,-121.955,47.6612,2015-04-09,13.337474757021274,test,98014,CARNATION,
18582,4,2.5,3490,3677,2.0,0,0,3,9,2850,2007,-122.162,47.774,2015-04-09,13.42984807715229,test,98072,WOODINVILLE,"134th Avenue Northeast, Woodinville, King County, Washington, United States"
18583,4,2.5,2320,5375,2.0,0,0,3,7,2320,2006,-121.883,47.5415,2015-04-09,13.019222618484816,test,98065,SNOQUALMIE,
18584,3,2.5,1480,2159,3.0,0,0,3,8,1480,2007,-122.341,47.6533,2015-04-09,13.38472764187182,test,98103,SEATTLE,
18585,1,1.0,610,6000,1.0,0,0,4,5,610,1918,-122.367,47.6911,2015-04-09,12.657785004803658,test,98117,SEATTLE,
18586,3,2.0,1420,11325,1.0,0,0,3,7,1420,1980,-122.046,47.5356,2015-04-09,13.142166004700508,test,98027,ISSAQUAH,
18587,3,1.75,1220,7447,1.0,0,0,4,7,1220,1964,-122.211,47.6886,2015-04-09,13.45597438174451,test,98033,KIRKLAND,
18588,4,2.25,2360,11523,2.0,0,0,4,10,2360,1968,-122.224,47.5318,2015-04-09,13.772081000036938,test,98040,MERCER ISLAND,"Lewis Lane, Mercer Island, King County, Washington, United States"
18589,4,1.75,1550,6000,1.0,0,0,5,7,1550,1944,-122.399,47.6567,2015-04-09,13.231755754175524,test,98199,SEATTLE,
18590,3,2.5,1870,5333,2.0,0,0,3,8,1870,2012,-121.984,47.7447,2015-04-09,12.840000466430148,test,98019,DUVALL,
18591,6,2.0,1750,17685,1.0,0,0,4,5,1750,1943,-122.178,47.5096,2015-04-09,12.66032791780777,test,98056,RENTON,"Northeast 20th Street, Renton, King County, Washington, United States"
18592,3,2.5,2440,7600,1.0,0,0,3,7,1420,1981,-122.127,47.6966,2015-04-09,13.122363377404328,test,98052,REDMOND,
18593,3,2.5,1720,4120,2.0,0,0,3,7,1720,1999,-122.328,47.4319,2015-04-09,12.736700896592344,test,98148,SEATTLE,"South 191st Place, Burien, King County, Washington, United States"
18594,3,1.0,1110,5000,1.5,0,0,3,7,1110,1947,-122.359,47.655,2015-04-09,13.235692062711331,test,98107,SEATTLE,
18595,3,2.5,2060,4730,2.0,0,0,4,8,2060,1994,-122.178,47.6874,2015-04-09,13.345426925518368,test,98033,KIRKLAND,
18596,1,1.0,690,6825,1.0,0,0,4,5,690,1917,-122.225,47.3109,2015-04-09,11.867097278690842,test,98002,AUBURN,
18597,5,2.5,2570,61855,1.0,0,0,4,7,1470,1981,-122.109,47.3013,2015-04-09,13.01477816672439,test,98092,AUBURN,
18598,5,2.5,2650,54380,2.0,0,0,3,9,2650,1984,-122.081,47.7726,2015-04-09,13.217582643985264,test,98077,WOODINVILLE,
18599,4,1.75,1940,3060,1.0,0,0,4,7,1000,1911,-122.317,47.6786,2015-04-09,13.350295445450335,test,98115,SEATTLE,
18600,2,1.0,1150,12861,1.0,0,0,3,6,1150,1959,-122.171,47.4493,2015-04-09,12.542544882151386,test,98058,RENTON,"Southeast 171st Place, Renton, King County, Washington, United States"
18601,5,2.5,2260,7040,2.0,0,0,3,8,2260,1999,-122.038,47.352,2015-04-09,12.80765263256463,test,98038,MAPLE VALLEY,
18602,3,1.0,800,3060,1.5,0,0,4,6,800,1903,-122.389,47.6769,2015-04-09,13.049792684569493,test,98117,SEATTLE,
18603,4,2.5,2610,7333,2.0,0,0,3,8,2610,1988,-122.293,47.2721,2015-04-09,12.793859310432293,test,98003,FEDERAL WAY,
18604,3,1.0,950,8400,1.0,0,0,3,7,950,1958,-122.166,47.5104,2015-04-09,12.56374708980199,test,98056,RENTON,
18605,3,1.5,1510,16800,1.0,0,0,5,8,1510,1956,-122.338,47.751,2015-04-09,12.936033799212836,test,98133,SEATTLE,
18606,4,1.0,2300,7680,1.0,0,0,3,7,1270,1959,-122.359,47.524,2015-04-09,12.826649133255284,test,98106,SEATTLE,
18607,3,1.75,1850,26445,1.0,0,0,4,7,1850,1962,-122.051,47.3412,2015-04-09,13.071070083016778,test,98010,BLACK DIAMOND,
18608,4,2.5,3340,6924,2.0,0,0,3,8,3340,2009,-122.149,47.495,2015-04-09,13.263862939678027,test,98059,RENTON,
18609,3,1.5,1370,10317,1.5,0,0,3,6,1370,1958,-122.298,47.4731,2015-04-09,12.205822614274965,test,98168,SEATTLE,
18610,3,2.5,1590,4108,2.0,0,0,3,7,1590,2003,-122.181,47.4832,2015-04-09,12.69004081512628,test,98056,RENTON,
18611,4,2.5,2670,20894,2.0,0,0,3,9,2330,2002,-122.281,47.7735,2015-04-09,12.911642346088676,test,98155,SEATTLE,
18612,4,2.5,2750,10351,2.0,0,0,3,10,2750,1998,-121.98,47.5894,2015-04-09,13.500799813124576,test,98075,SAMMAMIISH,"Southeast 22nd Way, Trossachs, Trossachs, Sammamish, King County, Washington, United States"
18613,4,2.5,2070,6180,2.0,0,0,3,8,2070,2007,-122.183,47.4915,2015-04-09,12.92391243868049,test,98056,RENTON,
18614,3,1.5,1340,25160,1.0,0,0,3,7,1340,1968,-122.111,47.475,2015-04-09,12.576155796357996,test,98059,RENTON,
18615,3,2.0,1610,7575,1.0,0,0,4,7,1110,1965,-122.3,47.334,2015-04-09,12.19298740598152,test,98003,FEDERAL WAY,"26th Avenue South, Federal Way, King County, Washington, United States"
18616,2,2.5,1470,690,3.0,0,3,3,8,1470,2008,-122.346,47.6523,2015-04-09,13.38472764187182,test,98103,SEATTLE,
18617,3,1.75,1940,9000,1.0,0,0,3,7,1290,1965,-122.189,47.4361,2015-04-09,12.567237494741756,test,98055,RENTON,"114th Avenue Southeast, Benson Hill, Renton, King County, Washington, United States"
18618,3,3.5,1340,1168,2.0,0,2,3,8,1080,2002,-122.356,47.711,2015-04-09,12.822203783441434,test,98133,SEATTLE,
18619,5,1.75,1880,16617,1.0,0,0,3,7,960,1963,-122.132,47.6003,2015-04-09,13.279367126213993,test,98007,BELLEVUE,
18620,3,2.5,2075,39553,1.0,0,0,3,7,2075,2012,-122.032,47.3601,2015-04-09,12.971540487669746,test,98038,MAPLE VALLEY,
18621,2,1.0,1000,4640,1.0,0,2,3,7,1000,1915,-122.389,47.5659,2015-04-09,13.132313708257495,test,98116,SEATTLE,
18622,4,2.5,2070,3982,2.0,0,0,3,7,2070,2004,-121.854,47.531,2015-04-09,13.017002861746503,test,98065,SNOQUALMIE,
18623,3,2.5,2280,4757,2.0,0,0,3,8,2280,2003,-122.018,47.5901,2015-04-09,13.34550692871854,test,98075,SAMMAMIISH,
18624,5,3.5,4000,9234,2.0,0,0,3,9,4000,2015,-121.887,47.5265,2015-04-09,13.59604149743245,test,98024,FALL CITY,
18625,3,2.5,3050,6000,1.0,0,3,3,8,1720,1984,-122.389,47.7701,2015-04-09,13.480037821676143,test,98177,SEATTLE,
18626,4,3.0,3540,10202,2.0,0,0,3,8,2720,1988,-122.155,47.5471,2015-04-09,13.842639225352526,test,98006,BELLEVUE,
18627,4,2.25,2000,8068,2.0,0,0,5,8,2000,1976,-122.137,47.5584,2015-04-10,13.473020249017498,test,98006,BELLEVUE,
18628,3,1.75,2620,8280,1.0,0,0,4,7,1330,1948,-122.359,47.7235,2015-04-10,13.329377546788654,test,98177,SEATTLE,"Northwest 130th Street, Broadview, Seattle, King County, Washington, United States"
18629,3,1.75,1590,14766,1.0,0,0,3,8,1590,1963,-122.147,47.5902,2015-04-10,12.834681304952548,test,98007,BELLEVUE,
18630,5,3.75,4570,10194,2.0,0,0,3,11,4570,2006,-122.161,47.718,2015-04-10,13.851842487211664,test,98034,KIRKLAND,"134th Avenue Northeast, Kirkland, King County, Washington, United States"
18631,3,1.75,1740,46580,1.0,0,0,4,7,1740,1980,-121.927,47.3583,2015-04-10,12.736700896592344,test,98010,BLACK DIAMOND,
18632,3,2.5,2380,16080,1.0,0,2,4,9,1340,1964,-122.386,47.5262,2015-04-10,13.801411633584772,test,98136,SEATTLE,
18633,3,2.75,1820,52889,2.0,0,0,3,8,1820,1991,-122.463,47.501,2015-04-10,12.94084150078094,test,98070,VASHON,
18634,5,1.75,2330,6000,1.5,0,0,3,8,2080,1937,-122.392,47.6461,2015-04-10,13.623138665316818,test,98199,SEATTLE,
18635,5,3.0,2230,4400,2.0,0,0,3,7,1730,1913,-122.325,47.6404,2015-04-10,13.732128949025222,test,98102,SEATTLE,"Franklin Avenue East, Eastlake, Seattle, King County, Washington, United States"
18636,6,3.75,3810,6150,2.0,0,0,4,8,3810,1977,-122.34,47.694,2015-04-10,13.541073712262516,test,98103,SEATTLE,
18637,5,2.25,2240,5500,1.0,0,0,3,7,1490,1959,-122.391,47.5305,2015-04-10,13.081541382884074,test,98136,SEATTLE,"Southwest Hemlock Way, Seattle, King County, Washington, United States"
18638,3,3.25,2730,9588,2.0,0,1,3,10,1900,1984,-122.09,47.6339,2015-04-10,13.7963277385475,test,98052,REDMOND,
18639,2,1.5,1280,1256,2.0,0,0,3,8,1200,1998,-122.375,47.6741,2015-04-10,12.953352834670046,test,98107,SEATTLE,
18640,3,1.75,1900,13600,1.0,0,0,4,8,1900,1956,-122.219,47.6163,2015-04-10,14.006130917572923,test,98004,BELLEVUE,
18641,1,1.0,660,3570,1.0,0,0,3,6,660,1906,-122.284,47.5659,2015-04-10,12.86099861326992,test,98118,SEATTLE,
18642,3,2.5,2240,7500,2.0,0,0,3,8,2240,1985,-122.22,47.265,2015-04-10,12.675920012567609,test,98092,AUBURN,
18643,5,4.0,3460,5400,2.0,0,0,3,10,2830,2012,-122.204,47.5201,2015-04-10,13.795307850646754,test,98056,RENTON,"North 32nd Street, Kennydale, Kennydale, Renton, King County, Washington, United States"
18644,3,2.5,2190,34528,2.0,0,0,3,8,2190,1994,-121.986,47.4594,2015-04-10,13.17115354157376,test,98027,ISSAQUAH,"266th Avenue Southeast, Mirrormont, Issaquah, King County, Washington, United States"
18645,2,1.0,860,5080,1.0,0,0,3,7,860,1960,-122.236,47.39,2015-04-10,12.25462468611234,test,98032,KENT,"3rd Avenue North, Downtown, Kent, King County, Washington, United States"
18646,6,4.5,3600,6110,2.0,0,0,3,9,2510,2012,-122.291,47.5687,2015-04-10,13.500798443260624,test,98118,SEATTLE,
18647,3,2.0,1180,1800,2.0,0,2,3,8,1180,1994,-122.301,47.6168,2015-04-10,12.959844447906551,test,98122,SEATTLE,
18648,3,2.5,2380,9719,2.0,0,0,3,8,2380,2001,-122.283,47.2932,2015-04-10,12.61153442029945,test,98001,AUBURN,
18649,3,1.75,1440,7200,1.0,0,0,3,7,1440,1986,-122.284,47.4473,2015-04-10,12.388185847286392,test,98188,SEATTLE,
18650,3,1.5,1480,9086,1.0,0,0,3,7,1480,1962,-122.323,47.4717,2015-04-10,12.628067055589549,test,98168,SEATTLE,
18651,3,1.0,1140,8528,1.0,0,0,5,7,1140,1967,-122.004,47.2098,2015-04-10,12.449018824140564,test,98022,ENUMCLAW,
18652,4,2.5,2400,6053,2.0,0,0,3,8,2400,2001,-122.033,47.3869,2015-04-10,12.959844447906551,test,98038,MAPLE VALLEY,"Southeast 239th Place, Valley Meadows at Maple Valley, Maple Valley, King County, Washington, United States"
18653,3,2.5,3100,45738,2.0,0,0,3,10,3100,1991,-122.048,47.6854,2015-04-10,13.703908381382972,test,98053,REDMOND,"218th Avenue Northeast, Union Hill-Novelty Hill, King County, Washington, United States"
18654,2,1.0,850,6000,1.0,0,0,3,6,850,1924,-122.224,47.4972,2015-04-10,12.345617172968067,test,98178,SEATTLE,
18655,5,3.0,3655,51836,1.0,0,0,5,8,2174,1955,-122.115,47.6434,2015-04-10,13.514405465180351,test,98008,BELLEVUE,
18656,5,1.0,1700,11727,1.5,0,0,4,7,1700,1954,-122.172,47.686,2015-04-10,13.197470849891134,test,98033,KIRKLAND,"Northeast 95th Street, Kirkland, King County, Washington, United States"
18657,3,2.5,1860,44093,1.0,0,0,3,7,1860,1978,-122.188,47.4381,2015-04-10,12.892950213076524,test,98055,RENTON,
18658,4,2.5,2760,8558,2.0,0,0,3,7,2760,2001,-122.189,47.4802,2015-04-10,13.005829561148378,test,98056,RENTON,
18659,4,2.5,3540,9349,2.0,0,0,3,10,3540,2003,-122.107,47.7046,2015-04-10,13.709038313453757,test,98052,REDMOND,"Northeast 116th Way, Redmond, King County, Washington, United States"
18660,2,1.0,2160,7439,1.0,0,0,4,6,1300,1953,-122.286,47.6981,2015-04-10,13.346306608889105,test,98115,SEATTLE,"Northeast 96th Street, Alicia Park, Seattle, King County, Washington, United States"
18661,3,1.75,1300,1237,2.0,0,0,3,7,1060,2008,-122.026,47.539,2015-04-10,12.637855061955712,test,98027,ISSAQUAH,
18662,4,2.0,1440,6702,1.0,0,0,4,7,1440,1966,-122.217,47.3056,2015-04-10,12.079658720674516,test,98002,AUBURN,"J Street Southeast, South Auburn, Auburn, King County, Washington, United States"
18663,3,2.5,2153,4400,2.0,0,0,3,8,2153,2007,-122.283,47.2872,2015-04-10,12.464583340681674,test,98001,AUBURN,
18664,3,2.5,1600,6250,2.0,0,0,3,7,1600,1995,-122.02,47.3675,2015-04-10,12.640934730489125,test,98038,MAPLE VALLEY,
18665,4,2.5,2910,48351,1.0,0,0,4,8,1910,1967,-122.164,47.6495,2015-04-10,13.737549016494562,test,98005,BELLEVUE,
18666,4,2.5,1920,9000,2.0,0,0,2,7,1920,1989,-122.37,47.5153,2015-04-10,12.959844447906551,test,98126,SEATTLE,"30th Avenue Southwest, Seattle, King County, Washington, United States"
18667,3,2.5,1740,1308,3.0,0,0,3,8,1740,2008,-122.387,47.5892,2015-04-10,13.249876697703288,test,98116,SEATTLE,"Southwest Seattle Street, Seattle, King County, Washington, United States"
18668,4,3.25,4860,181319,2.5,0,0,3,9,4860,1993,-122.005,47.6179,2015-04-10,14.141210697603576,test,98074,SAMMAMISH,
18669,3,1.0,1290,4000,1.5,0,0,3,7,1290,1926,-122.277,47.5462,2015-04-10,12.905450375840756,test,98118,SEATTLE,
18670,3,2.0,1990,65340,2.0,0,0,3,8,1990,1986,-121.99,47.4726,2015-04-10,13.122363377404328,test,98027,ISSAQUAH,
18671,4,2.5,2413,5701,2.0,0,0,3,8,2413,2014,-122.159,47.3731,2015-04-10,13.027942801784835,test,98042,KENT,
18672,4,2.25,1890,7210,1.0,0,0,3,8,1890,1967,-122.117,47.6342,2015-04-10,13.208541073645382,test,98008,BELLEVUE,"168th Avenue Northeast, Crofton, Bellevue, King County, Washington, United States"
18673,3,1.75,1860,7881,1.0,0,0,3,7,1160,1986,-122.322,47.3855,2015-04-10,12.77280590123446,test,98198,SEATTLE,
18674,4,3.5,2340,2810,2.0,0,2,3,8,1730,2011,-122.028,47.5403,2015-04-10,13.507625778194974,test,98027,ISSAQUAH,
18675,2,1.0,1330,3698,1.0,0,0,3,7,1330,1952,-122.372,47.6866,2015-04-10,13.018113356030527,test,98117,SEATTLE,
18676,5,3.0,4780,20440,1.0,0,0,4,10,3660,1975,-122.239,47.6242,2015-04-10,14.761360092079974,test,98039,MEDINA,
18677,4,2.5,2220,7210,1.0,0,0,3,7,1270,1973,-122.183,47.7428,2015-04-10,13.054084536651034,test,98011,BOTHELL,
18678,2,1.0,810,5060,1.0,0,0,3,6,810,1941,-122.394,47.5635,2015-04-10,13.132313708257495,test,98116,SEATTLE,
18679,4,3.5,3920,19088,1.0,0,1,3,10,2240,2005,-122.214,47.576,2015-04-10,14.288634314546254,test,98040,MERCER ISLAND,
18680,3,1.0,1230,4600,1.5,0,0,3,7,1230,1929,-122.392,47.5616,2015-04-10,13.165422866864777,test,98116,SEATTLE,
18681,3,2.0,1360,6082,1.0,0,0,3,7,1360,1994,-122.16,47.3577,2015-04-10,12.425208175446844,test,98042,KENT,
18682,3,3.0,2420,13959,1.0,0,0,4,8,1740,1988,-122.23,47.7486,2015-04-10,12.706847933442663,test,98028,KENMORE,"Northeast 166th Street, Moorlands, Kenmore, King County, Washington, United States"
18683,3,2.5,1690,4088,2.0,0,0,3,7,1690,2004,-122.034,47.6779,2015-04-10,13.11835535600679,test,98053,REDMOND,
18684,4,2.5,1850,9248,2.0,0,0,3,8,1850,1997,-122.244,47.735,2015-04-10,13.151922179645874,test,98028,KENMORE,
18685,3,2.5,2320,7140,2.0,0,0,3,8,2320,1990,-122.295,47.275,2015-04-10,12.637855061955712,test,98003,FEDERAL WAY,"South 364th Street, Federal Way, King County, Washington, United States"
18686,3,2.5,2190,3600,2.0,0,0,3,9,2190,2003,-121.993,47.5506,2015-04-10,13.38472764187182,test,98029,ISSAQUAH,"32nd Avenue Northeast, Logan Park, Issaquah, King County, Washington, United States"
18687,4,2.75,1700,7495,1.0,0,0,4,7,1200,1964,-122.354,47.7589,2015-04-10,13.041153321978786,test,98133,SEATTLE,"North 179th Place, Richmond Highlands, Shoreline, King County, Washington, United States"
18688,3,1.5,960,7400,1.0,0,0,3,7,960,1962,-122.306,47.3798,2015-04-10,12.375815420117268,test,98198,SEATTLE,
18689,4,2.5,2440,5737,2.0,0,0,4,8,1700,1929,-122.367,47.6472,2015-04-10,13.617059619240436,test,98119,SEATTLE,
18690,4,2.5,2630,5379,2.0,0,0,3,8,2630,2004,-122.163,47.4977,2015-04-10,13.026292908653597,test,98059,RENTON,"Northeast 9th Place, Hidden Creek, Renton, King County, Washington, United States"
18691,3,1.75,1430,16200,1.0,0,0,4,7,1430,1967,-122.043,47.5223,2015-04-10,12.965709567358951,test,98027,ISSAQUAH,"Southwest Forest Place, Issaquah, King County, Washington, United States"
18692,5,1.75,2110,8500,1.0,0,0,3,7,1100,1962,-122.35,47.7737,2015-04-10,13.114331205707064,test,98133,SEATTLE,
18693,3,2.5,2060,25046,1.0,0,0,4,8,1600,1980,-121.959,47.184,2015-04-10,12.706847933442663,test,98022,ENUMCLAW,
18694,3,2.5,1630,3425,2.0,0,0,3,8,1630,1999,-122.154,47.4913,2015-04-10,12.765688433465597,test,98059,RENTON,"Elma Place Northeast, Blueberry Place, Renton, King County, Washington, United States"
18695,3,2.25,1790,7500,1.0,0,0,3,7,1390,1973,-122.198,47.7321,2015-04-10,13.028052697933088,test,98034,KIRKLAND,
18696,4,3.25,2610,2552,2.0,0,0,3,10,2160,2008,-122.076,47.5322,2015-04-10,13.493926933836812,test,98027,ISSAQUAH,
18697,4,2.25,2370,11310,1.0,0,0,3,8,1550,1968,-122.289,47.7684,2015-04-10,13.309672475709322,test,98155,SEATTLE,
18698,2,1.0,1750,60872,1.0,0,0,4,7,1180,1973,-122.006,47.5946,2015-04-10,13.38488147619256,test,98075,SAMMAMIISH,
18699,3,1.75,1630,8400,1.0,0,0,4,7,1060,1955,-122.149,47.5983,2015-04-10,13.122343377204324,test,98007,BELLEVUE,"Southeast 14th Street, Robinswood, Bellevue, King County, Washington, United States"
18700,3,2.0,2050,11454,1.0,0,0,3,8,2050,1987,-122.11,47.6389,2015-04-10,13.122363377404328,test,98052,REDMOND,"173rd Avenue Northeast, Kenilworth, Redmond, King County, Washington, United States"
18701,3,0.75,1240,7200,1.0,0,0,3,7,1240,1947,-122.342,47.7298,2015-04-10,12.771386454580234,test,98133,SEATTLE,"Stone Avenue North, Bitter Lake, Haller Lake, Seattle, King County, Washington, United States"
18702,4,3.75,2400,3520,1.0,0,0,3,7,1370,1924,-122.346,47.6295,2015-04-11,13.693342923990066,test,98109,SEATTLE,
18703,3,1.75,1730,9893,1.0,0,0,4,9,1730,1988,-122.164,47.3747,2015-04-11,12.6112043647371,test,98042,KENT,
18704,3,3.25,2090,51212,1.0,0,0,3,8,1510,1989,-122.099,47.3097,2015-04-11,12.84792653170257,test,98092,AUBURN,
18705,3,1.75,1240,4550,1.5,0,0,4,7,1240,1951,-122.398,47.5803,2015-04-11,13.132313708257495,test,98116,SEATTLE,
18706,4,2.5,2050,6705,1.0,0,0,4,7,1230,1973,-122.217,47.7242,2015-04-11,13.079455876393052,test,98034,KIRKLAND,
18707,5,4.0,2980,4500,1.5,0,0,3,7,2070,1921,-122.323,47.6736,2015-04-11,13.652991628466498,test,98115,SEATTLE,
18708,5,2.5,1630,20750,1.0,0,0,4,7,1100,1975,-122.113,47.3657,2015-04-11,12.542544882151386,test,98042,KENT,
18709,4,1.0,1340,8400,1.0,0,0,5,7,1340,1966,-122.343,47.3313,2015-04-11,12.41552286971238,test,98023,FEDERAL WAY,"Southwest 302nd Street, Redondo Highlands, Federal Way, King County, Washington, United States"
18710,3,2.25,1790,2240,2.0,0,0,4,8,1790,1975,-122.106,47.6343,2015-04-11,12.976412321920025,test,98052,REDMOND,"175th Avenue Northeast, Sammamish Forest Manors, Kenilworth, Redmond, King County, Washington, United States"
18711,3,1.75,1530,825,3.0,0,0,3,8,1530,2015,-122.308,47.5929,2015-04-11,13.122363377404328,test,98144,SEATTLE,"Hiawatha Place South, Central District, Seattle, King County, Washington, United States"
18712,4,2.5,2500,11983,1.0,0,0,3,7,1320,1984,-122.148,47.4292,2015-04-11,12.652359748158592,test,98058,RENTON,
18713,3,2.25,2680,98445,1.0,0,0,5,8,2680,1962,-122.108,47.5015,2015-04-11,13.304684934198283,test,98059,RENTON,"Southeast May Valley Road, Coalfield, Renton, King County, Washington, United States"
18714,3,1.0,990,10800,1.0,0,0,4,6,990,1959,-122.215,47.293,2015-04-11,12.240474072247506,test,98002,AUBURN,
18715,4,2.5,1900,9075,2.0,0,0,3,7,1900,1988,-122.352,47.7776,2015-04-12,12.917796211663054,test,98133,SEATTLE,
18716,4,2.25,2590,13894,2.0,0,0,4,9,2590,1975,-122.165,47.6351,2015-04-12,13.737549016494562,test,98005,BELLEVUE,
18717,2,1.5,1084,3427,2.0,0,0,3,7,1084,1976,-122.326,47.7117,2015-04-12,12.48748510496836,test,98125,SEATTLE,
18718,3,2.25,1960,17126,1.0,0,0,3,8,1400,1966,-122.21,47.4436,2015-04-12,12.562872581657055,test,98055,RENTON,
18719,4,2.5,3460,9699,2.0,0,0,3,10,3460,1987,-122.04,47.637,2015-04-12,13.523150895961384,test,98074,SAMMAMISH,"224th Avenue Northeast, The Crest, Sammamish, King County, Washington, United States"
18720,3,2.5,2100,2200,2.0,0,0,4,7,1500,1919,-122.294,47.614,2015-04-12,13.487006490992238,test,98122,SEATTLE,"30th Avenue, Madrona, Seattle, King County, Washington, United States"
18721,4,2.75,1430,7403,1.0,0,0,3,7,1030,1982,-122.344,47.5346,2015-04-12,12.834681304952548,test,98106,SEATTLE,"7th Avenue Southwest, Highland Park, Seattle, King County, Washington, United States"
18722,2,1.0,990,45528,1.0,0,0,4,7,990,1992,-122.463,47.5013,2015-04-12,12.542544882151386,test,98070,VASHON,
18723,3,3.5,3200,10344,2.0,0,0,3,10,3200,2007,-122.216,47.7636,2015-04-12,13.457406021215949,test,98011,BOTHELL,
18724,2,1.0,1040,4000,1.0,0,0,3,6,1040,1914,-122.303,47.5753,2015-04-12,12.739637756265656,test,98144,SEATTLE,"23rd Avenue South, Beacon Hill, Seattle, King County, Washington, United States"
18725,3,2.5,2820,14250,2.0,0,0,3,11,2820,1991,-122.054,47.6396,2015-04-12,13.487006490992238,test,98074,SAMMAMISH,"Sahalee Country Club, Northeast Sahalee Country Club Drive, Sahalee, Sammamish, King County, Washington, United States"
18726,2,1.75,1230,5418,1.0,0,0,3,8,990,1949,-122.376,47.6839,2015-04-12,13.262125319779487,test,98117,SEATTLE,
18727,4,2.25,1880,9727,1.0,0,0,3,7,1100,1979,-122.257,47.7731,2015-04-12,12.945626198904275,test,98028,KENMORE,
18728,4,2.25,2250,3600,2.0,0,0,4,9,2010,1912,-122.37,47.643,2015-04-13,13.790192749979983,test,98119,SEATTLE,"10th Avenue West, Interbay, Queen Anne, Seattle, King County, Washington, United States"
18729,3,2.25,1690,7292,1.0,0,0,3,7,1250,1985,-122.303,47.2639,2015-04-13,12.396693005138824,test,98003,FEDERAL WAY,
18730,3,1.5,1710,4000,2.0,0,0,3,8,1710,1926,-122.385,47.5714,2015-04-13,13.422467969854669,test,98116,SEATTLE,
18731,3,1.0,1720,9830,1.0,0,0,4,7,1720,1946,-122.245,47.5905,2015-04-13,13.764217263576723,test,98040,MERCER ISLAND,"70th Avenue Southeast, McGilvra, Mercer Island, King County, Washington, United States"
18732,4,2.75,2750,15450,1.0,0,0,3,8,1800,1978,-122.283,47.7749,2015-04-13,13.329377546788654,test,98155,SEATTLE,"42nd Avenue Northeast, Lake Forest Park, King County, Washington, United States"
18733,3,1.75,1480,2200,2.0,0,0,3,7,1480,1995,-122.35,47.6969,2015-04-13,12.936033799212836,test,98103,SEATTLE,
18734,2,1.0,1170,6000,1.0,0,0,3,6,1170,1948,-122.331,47.5033,2015-04-13,12.563572249343462,test,98168,SEATTLE,
18735,4,2.5,2070,4270,2.0,0,0,3,8,2070,2010,-122.265,47.773,2015-04-13,13.108264453024828,test,98028,KENMORE,
18736,4,1.0,1500,6388,1.5,0,0,4,7,1500,1951,-122.378,47.5303,2015-04-13,12.896716695872,test,98126,SEATTLE,
18737,3,2.0,1420,1716,2.0,0,0,3,7,1050,2003,-122.295,47.7364,2015-04-13,12.676076274775909,test,98155,SEATTLE,
18738,4,2.5,2450,5079,2.0,0,0,3,9,2450,2001,-122.191,47.5214,2015-04-13,13.226723392728571,test,98056,RENTON,
18739,6,2.5,2820,8600,1.0,0,0,5,8,1430,1967,-122.144,47.565,2015-04-13,13.703326816958322,test,98006,BELLEVUE,"Southeast 45th Place, Eastgate, Bellevue, King County, Washington, United States"
18740,2,1.0,860,4320,1.0,0,0,3,7,860,1925,-122.325,47.5263,2015-04-13,12.429216196844385,test,98108,SEATTLE,"South Cloverdale Street, South Park, Seattle, King County, Washington, United States"
18741,3,1.0,1190,85226,1.5,0,0,5,5,1190,1935,-122.462,47.365,2015-04-13,12.873902018105827,test,98070,VASHON,
18742,4,2.25,2820,5000,1.5,0,2,4,9,1800,1926,-122.287,47.6097,2015-04-13,13.8878312195439,test,98122,SEATTLE,"36th Avenue, Madrona, Seattle, King County, Washington, United States"
18743,3,2.0,1010,7380,1.0,0,0,3,7,1010,1982,-122.062,47.6273,2015-04-13,12.86099861326992,test,98074,SAMMAMISH,
